symbol,company_name,exchange,sector,market_cap
JTAI,Jet.AI Inc. Common Stock,NASDAQ,Consumer Discretionary,4279625
JUNS,Jupiter Neurosciences Inc. Common Stock,NASDAQ,Health Care,14621345
JVA,Coffee Holding Co. Inc. Common Stock,NASDAQ,Consumer Staples,26602071
JWEL,Jowell Global Ltd. Ordinary Shares,NASDAQ,Consumer Discretionary,6058896
JXG,JX Luxventure Group Inc. Common Stock,NASDAQ,Consumer Staples,6943834
JYD,Jayud Global Logistics Limited Class A Ordinary Shares,NASDAQ,Industrials,41577489
JYNT,The Joint Corp. Common Stock,NASDAQ,Miscellaneous,125897069
JZ,Jianzhi Education Technology Group Company Limited American Depositary Shs,NASDAQ,Real Estate,40554143
JZXN,Jiuzi Holdings Inc. Ordinary Shares,NASDAQ,Consumer Discretionary,1169380
KALA,KALA BIO Inc. Common Stock,NASDAQ,Health Care,100385090
KALU,Kaiser Aluminum Corporation Common Stock,NASDAQ,Industrials,2768425469
KALV,KalVista Pharmaceuticals Inc. Common Stock,NASDAQ,Health Care,1347564171
KARO,Karooooo Ltd. Ordinary Shares,NASDAQ,Technology,1560420583
KBON,Karbon Capital Partners Corp. Class A Ordinary Shares,NASDAQ,Finance,0
KBONU,Karbon Capital Partners Corp. Units,NASDAQ,Finance,0
KBONW,Karbon Capital Partners Corp. Warrant,NASDAQ,Finance,0
KBSX,FST Corp. Ordinary Shares,NASDAQ,Consumer Discretionary,58195804
KC,Kingsoft Cloud Holdings Limited American Depositary Shares,NASDAQ,Technology,4553412589
KCHV,Kochav Defense Acquisition Corp. Class A Ordinary Shares,NASDAQ,,0
KCHVR,Kochav Defense Acquisition Corp. Right,NASDAQ,Finance,0
KDK,Kodiak AI Inc. Common Stock ,NASDAQ,Technology,1558005418
KDKRW,Kodiak AI Inc. Warrants,NASDAQ,Technology,286614204
KDP,Keurig Dr Pepper Inc. Common Stock,NASDAQ,Consumer Staples,39279351928
KE,Kimball Electronics Inc. Common Stock,NASDAQ,Technology,650875922
KEEL,Keel Infrastructure Corp. Common Stock,NASDAQ,Finance,1806875957
KELYA,Kelly Services Inc. Class A Common Stock,NASDAQ,Consumer Discretionary,333563373
KELYB,Kelly Services Inc. Class B Common Stock,NASDAQ,Consumer Discretionary,541570071
KEQU,Kewaunee Scientific Corporation Common Stock,NASDAQ,Industrials,108108539
KFFB,Kentucky First Federal Bancorp Common Stock,NASDAQ,Finance,35824147
KFII,K&F Growth Acquisition Corp. II Class A Ordinary shares,NASDAQ,,0
KFIIR,K&F Growth Acquisition Corp. II Rights,NASDAQ,,0
KG,Kestrel Group Ltd.,NASDAQ,Finance,89527932
KGEI,Kolibri Global Energy Inc. Common stock,NASDAQ,Energy,203622516
KHC,The Kraft Heinz Company Common Stock,NASDAQ,Consumer Staples,26584790878
KIDS,OrthoPediatrics Corp. Common Stock,NASDAQ,Health Care,405309205
KIDZ,Classover Holdings Inc. Class B Common Stock,NASDAQ,Real Estate,5831269
KIDZW,Classover Holdings Inc. Warrants,NASDAQ,Real Estate,107133
KINS,Kingstone Companies Inc. Common Stock,NASDAQ,Finance,225114629
KITT,Nauticus Robotics Inc. Common stock,NASDAQ,Industrials,9678407
KITTW,Nauticus Robotics Inc. Warrant,NASDAQ,Industrials,134713
KLAC,KLA Corporation Common Stock,NASDAQ,Technology,2.24E+11
KLIC,Kulicke and Soffa Industries Inc. Common Stock,NASDAQ,Technology,4596884431
KLRA,Kailera Therapeutics Inc. Common Stock,NASDAQ,Health Care,3084784715
KLRS,Kalaris Therapeutics Inc. Common Stock,NASDAQ,Health Care,127147369
KLTR,Kaltura Inc. Common Stock,NASDAQ,Technology,213532134
KLXE,KLX Energy Services Holdings Inc. Common Stock,NASDAQ,Energy,79265071
KMB,Kimberly-Clark Corporation Common Stock,NASDAQ,Consumer Discretionary,31750095147
KMDA,Kamada Ltd. Ordinary Shares,NASDAQ,Health Care,478217404
KMRK,K-Tech Solutions Company Limited Class A Ordinary Shares,NASDAQ,Consumer Discretionary,59080000
KMTS,Kestra Medical Technologies Ltd. Common Stock,NASDAQ,Health Care,1199572404
KNDI,Kandi Technologies Group Inc. Ordinary Shares,NASDAQ,Industrials,76315677
KNSA,Kiniksa Pharmaceuticals International plc Class A Ordinary Shares,NASDAQ,Health Care,4433168482
KOD,Kodiak Sciences Inc Common Stock,NASDAQ,Health Care,2626699248
KOPN,Kopin Corporation Common Stock,NASDAQ,Technology,820139356
KOSS,Koss Corporation Common Stock,NASDAQ,Consumer Staples,39948368
KOYN,CSLM Digital Asset Acquisition Corp III Class A Ordinary Shares,NASDAQ,,0
KPLT,Katapult Holdings Inc. Common Stock,NASDAQ,Consumer Discretionary,32450045
KPLTW,Katapult Holdings Inc. Warrant,NASDAQ,Consumer Discretionary,7148
KPRX,Kiora Pharmaceuticals Inc.  Common Stock,NASDAQ,Health Care,11258398
KPTI,Karyopharm Therapeutics Inc. Common Stock,NASDAQ,Health Care,209652839
KRAQ,KRAKacquisition Corp Class A Ordinary Shares,NASDAQ,,0
KRAQU,KRAKacquisition Corp Unit,NASDAQ,,0
KRKR,36Kr Holdings Inc. American Depositary Shares,NASDAQ,Real Estate,136587662
KRMD,KORU Medical Systems Inc. Common Stock (DE),NASDAQ,Health Care,185586870
KRNT,Kornit Digital Ltd. Ordinary Shares,NASDAQ,Industrials,746545084
KRNY,Kearny Financial Corp Common Stock,NASDAQ,Finance,515971033
KROS,Keros Therapeutics Inc. Common Stock,NASDAQ,Health Care,231715571
KRRO,Korro Bio Inc. Common Stock,NASDAQ,Health Care,187926100
KRT,Karat Packaging Inc. Common Stock,NASDAQ,Industrials,577550738
KRUS,Kura Sushi USA Inc. Class A Common Stock,NASDAQ,Consumer Discretionary,656350064
KRYS,Krystal Biotech Inc. Common Stock,NASDAQ,Health Care,8446587315
KSCP,Knightscope Inc. Class A Common Stock,NASDAQ,Telecommunications,53896442
KSPI,Joint Stock Company Kaspi.kz American Depository Shares,NASDAQ,,16170971246
KTCC,Key Tronic Corporation Common Stock,NASDAQ,Technology,31600473
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,NASDAQ,Industrials,11607151042
KTTA,Pasithea Therapeutics Corp. Common Stock,NASDAQ,Health Care,21114160
KTWO,K2 Capital Acquisition Corporation Class A Ordinary Share,NASDAQ,,199008719
KURA,Kura Oncology Inc. Common Stock,NASDAQ,Health Care,821055012
KUST,Kustom Entertainment Inc. Common Stock,NASDAQ,Technology,1779952
KVAC,Keen Vision Acquisition Corporation Ordinary Shares,NASDAQ,,0
KVACW,Keen Vision Acquisition Corporation Warrant,NASDAQ,,0
KVHI,KVH Industries Inc. Common Stock,NASDAQ,Technology,186171635
KWM,K Wave Media Ltd. Ordinary Shares,NASDAQ,Consumer Discretionary,22493181
KWMWW,K Wave Media Ltd. Warrant,NASDAQ,Consumer Discretionary,2915105
KXIN,Kaixin Holdings Ordinary Shares,NASDAQ,Consumer Discretionary,7838837
KYIV,Kyivstar Group Ltd. Common Shares,NASDAQ,Telecommunications,2860400301
KYIVW,Kyivstar Group Ltd. Warrant,NASDAQ,Telecommunications,1133540394
KYMR,Kymera Therapeutics Inc. Common Stock,NASDAQ,Health Care,6875911781
KYNB,Kyntra Bio Inc. Common Stock,NASDAQ,Health Care,29146406
KYTX,Kyverna Therapeutics Inc. Common Stock,NASDAQ,Health Care,544772637
KZIA,Kazia Therapeutics Limited American Depositary Shares,NASDAQ,Health Care,146721383
KZR,Kezar Life Sciences Inc. Common Stock,NASDAQ,Health Care,54475585
LAB,Standard BioTools Inc. Common Stock,NASDAQ,Industrials,364994191
LABT,Lakewood-Amedex Biotherapeutics Inc. Common Stock,NASDAQ,Health Care,46684393
LAES,SEALSQ Corp Ordinary Shares,NASDAQ,Technology,661638777
LAFA,LaFayette Acquisition Corp. Ordinary Share,NASDAQ,,0
LAKE,Lakeland Industries Inc. Common Stock,NASDAQ,Health Care,101655983
LAMR,Lamar Advertising Company Class A Common Stock,NASDAQ,Real Estate,14154138216
LAND,Gladstone Land Corporation Common Stock,NASDAQ,Real Estate,410802735
LANDO,Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock,NASDAQ,Real Estate,908135348
LANDP,Gladstone Land Corporation 6.00% Series C Cumulative Redeemable Preferred Stock,NASDAQ,Real Estate,886717061
LARK,Landmark Bancorp Inc. Common Stock,NASDAQ,Finance,159044290
LASE,Laser Photonics Corporation Common Stock,NASDAQ,Miscellaneous,27707440
LASR,nLIGHT Inc. Common Stock,NASDAQ,Technology,3915172319
LATA,Galata Acquisition Corp. II Class A Ordinary Shares,NASDAQ,Finance,0
LAUR,Laureate Education Inc. Common Stock,NASDAQ,Real Estate,4419114584
LBGJ,Li Bang International Corporation Inc. Class A Ordinary Shares,NASDAQ,Industrials,1068915
LBRDA,Liberty Broadband Corporation Class A Common Stock,NASDAQ,Telecommunications,5534707446
LBRDK,Liberty Broadband Corporation Class C Common Stock,NASDAQ,Telecommunications,5543317310
LBRDP,Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock,NASDAQ,Telecommunications,3129685491
LBRX,LB Pharmaceuticals Inc Common Stock,NASDAQ,Health Care,912745526
LBTYA,Liberty Global Ltd. Class A Common Shares,NASDAQ,Telecommunications,3992919653
LBTYB,Liberty Global Ltd. Class B Common Shares,NASDAQ,Telecommunications,5544782584
LBTYK,Liberty Global Ltd. Class C Common Shares,NASDAQ,Telecommunications,3891490703
LCCC,Lakeshore Acquisition III Corp. Ordinary Shares,NASDAQ,Finance,0
LCFY,Locafy Limited Ordinary Share,NASDAQ,Technology,7807899
LCFYW,Locafy Limited Warrant,NASDAQ,Technology,4839458
LCID,Lucid Group Inc. Common Stock,NASDAQ,Industrials,2208667876
LCNB,LCNB Corporation Common Stock,NASDAQ,Finance,225814141
LCUT,Lifetime Brands Inc. Common Stock,NASDAQ,Consumer Discretionary,135987298
LE,Lands' End Inc. Common Stock,NASDAQ,Consumer Discretionary,332263209
LECO,Lincoln Electric Holdings Inc. Common Shares,NASDAQ,Industrials,14357510047
LEDS,SemiLEDS Corporation Common Stock,NASDAQ,Technology,14120587
LEE,Lee Enterprises Incorporated Common Stock,NASDAQ,Consumer Discretionary,183174697
LEGH,Legacy Housing Corporation Common Stock (TX),NASDAQ,Consumer Discretionary,488391114
LEGN,Legend Biotech Corporation American Depositary Shares,NASDAQ,Health Care,4901324672
LENZ,LENZ Therapeutics Inc. Common Stock,NASDAQ,Health Care,290968776
LESL,Leslie's Inc. Common Stock,NASDAQ,Consumer Discretionary,14533857
LEXX,Lexaria Bioscience Corp. Common Stock,NASDAQ,Health Care,16644770
LFAC,Leapfrog Acquisition Corporation Class A Ordinary Shares,NASDAQ,Finance,0
LFCR,Lifecore Biomedical Inc. Common Stock,NASDAQ,Health Care,192258990
LFMD,LifeMD Inc. Common Stock,NASDAQ,Health Care,242282305
LFMDP,LifeMD Inc. 8.875% Series A Cumulative Perpetual Preferred Stock,NASDAQ,Health Care,1130492091
LFS,LEIFRAS Co. Ltd. American Depositary Shares  ,NASDAQ,Consumer Discretionary,52844450
LFST,LifeStance Health Group Inc. Common Stock,NASDAQ,Health Care,2819507212
LFUS,Littelfuse Inc. Common Stock,NASDAQ,Energy,10675529683
LFVN,Lifevantage Corporation Common Stock (Delaware),NASDAQ,Health Care,65629932
LFWD,Lifeward Ltd. Ordinary Shares,NASDAQ,Health Care,19658489
LGCB,Linkage Global Inc. Class A Ordinary Shares,NASDAQ,Consumer Discretionary,6265524
LGCL,Lucas GC Limited Ordinary Shares,NASDAQ,Technology,77450631
LGHL,Lion Group Holding Ltd. American Depositary Share,NASDAQ,Finance,3864727
LGIH,LGI Homes Inc. Common Stock,NASDAQ,Consumer Discretionary,1042664682
LGN,Legence Corp. Class A Common stock,NASDAQ,Consumer Discretionary,9875747364
LGND,Ligand Pharmaceuticals Incorporated Common Stock,NASDAQ,Health Care,4575953952
LGO,Largo Inc. Common Shares,NASDAQ,Industrials,96225100
LGVN,Longeveron Inc. Class A Common Stock,NASDAQ,Health Care,20075418
LHAI,Linkhome Holdings Inc. Common stock,NASDAQ,Finance,19476000
LHSW,Lianhe Sowell International Group Ltd Class A Ordinary Shares,NASDAQ,Technology,12012000
LI,Li Auto Inc. American Depositary Shares,NASDAQ,Industrials,19100408394
LICN,Lichen International Limited Class A Ordinary Shares,NASDAQ,Consumer Discretionary,70185243
LIDR,AEye Inc. Class A Common Stock,NASDAQ,Consumer Discretionary,88424542
LIDRW,AEye Inc. Warrant,NASDAQ,Consumer Discretionary,2090447
LIEN,Chicago Atlantic BDC Inc. Common Stock,NASDAQ,Finance,212919519
LIF,Life360 Inc. Common Stock,NASDAQ,Technology,3734246332
LIFE,Ethos Technologies Inc. Class A Common Stock,NASDAQ,Finance,1225329537
LILA,Liberty Latin America Ltd. Class A Common Stock,NASDAQ,Telecommunications,1594111640
LILAK,Liberty Latin America Ltd. Class C Common Stock,NASDAQ,Telecommunications,1626438366
LIMN,Liminatus Pharma Inc. Class A Common Stock,NASDAQ,,9563424
LIMNW,Liminatus Pharma Inc. Warrants,NASDAQ,,0
LIN,Linde plc Ordinary Shares,NASDAQ,Basic Materials,2.28E+11
LINC,Lincoln Educational Services Corporation Common Stock,NASDAQ,Real Estate,1301461657
LIND,Lindblad Expeditions Holdings Inc. Common Stock,NASDAQ,Consumer Discretionary,1168514898
LINE,Lineage Inc. Common Stock,NASDAQ,Real Estate,8015786410
LINK,Interlink Electronics Inc. Common Stock,NASDAQ,Technology,46935021
LIQT,LiqTech International Inc. Common Stock,NASDAQ,Technology,20194117
LITE,Lumentum Holdings Inc. Common Stock,NASDAQ,Telecommunications,69699252000
LITS,Lite Strategy Inc. Common Stock,NASDAQ,Health Care,41452679
LIVE,Live Ventures Incorporated Common Stock,NASDAQ,Consumer Discretionary,39010031
LIVN,LivaNova PLC Ordinary Shares,NASDAQ,Health Care,3244507292
LIXT,Lixte Biotechnology Holdings Inc. Common Stock,NASDAQ,Health Care,38223036
LKFN,Lakeland Financial Corporation Common Stock,NASDAQ,Finance,1512503806
LKQ,LKQ Corporation Common Stock,NASDAQ,Consumer Discretionary,7070445671
LKSP,Lake Superior Acquisition Corp. Class A Ordinary Shares,NASDAQ,,0
LLYVA,Liberty Live Holdings Inc. Series A Liberty Live Group Common Stock,NASDAQ,Consumer Discretionary,8460471498
LLYVK,Liberty Live Holdings Inc. Series C Liberty Live Group Common Stock,NASDAQ,Consumer Discretionary,8650770053
LMAT,LeMaitre Vascular Inc. Common Stock,NASDAQ,Health Care,2548214911
LMB,Limbach Holdings Inc. Common Stock,NASDAQ,Consumer Discretionary,1219405943
LMFA,LM Funding America Inc. Common Stock,NASDAQ,Finance,3950407
LMNR,Limoneira Co Common Stock,NASDAQ,Consumer Staples,231586957
LMRI,Lumexa Imaging Holdings Inc. Common Stock,NASDAQ,Health Care,979361297
LNAI,Lunai Bioworks Inc. Common Stock,NASDAQ,Health Care,11773605
LNKS,Linkers Industries Limited Class A Ordinary Shares,NASDAQ,Technology,2634845
LNSR,LENSAR Inc. Common Stock,NASDAQ,Health Care,67251708
LNT,Alliant Energy Corporation Common Stock,NASDAQ,Utilities,19029852086
LNTH,Lantheus Holdings Inc. Common Stock,NASDAQ,Health Care,5703207399
LNZA,LanzaTech Global Inc. Common Stock,NASDAQ,Industrials,231748074
LNZAW,LanzaTech Global Inc. Warrant,NASDAQ,Industrials,165462
LOAN,Manhattan Bridge Capital Inc,NASDAQ,Real Estate,49489090
LOBO,LOBO TECHNOLOGIES LTD. Class A Ordinary Shares,NASDAQ,Consumer Discretionary,8844998
LOCO,El Pollo Loco Holdings Inc. Common Stock,NASDAQ,Consumer Discretionary,390744731
LOGI,Logitech International S.A. Ordinary Shares,NASDAQ,Technology,14878778019
LOKV,Live Oak Acquisition Corp. V Class A Ordinary Shares,NASDAQ,,0
LOKVW,Live Oak Acquisition Corp. V Warrants,NASDAQ,,0
LONA,LeonaBio Inc. Common Stock,NASDAQ,Health Care,89708059
LOOP,Loop Industries Inc. Common Stock,NASDAQ,Industrials,66222450
LOPE,Grand Canyon Education Inc. Common Stock,NASDAQ,Real Estate,4409857711
LOT,Lotus Technology Inc. American Depositary Shares,NASDAQ,Industrials,789770546
LOTWW,Lotus Technology Inc. Warrants,NASDAQ,Industrials,37241213
LOVE,The Lovesac Company Common Stock,NASDAQ,Consumer Discretionary,227906058
LPAA,Launch One Acquisition Corp. Class A Ordinary shares,NASDAQ,,0
LPAAW,Launch One Acquisition Corp. Warrant,NASDAQ,Finance,0
LPBB,Launch Two Acquisition Corp. Class A Ordinary Shares,NASDAQ,,0
LPBBU,Launch Two Acquisition Corp. Unit,NASDAQ,Finance,0
LPBBW,Launch Two Acquisition Corp. Warrant,NASDAQ,,0
LPCN,Lipocine Inc. Common Stock,NASDAQ,Health Care,17118013
LPCV,Launchpad Cadenza Acquisition Corp I Class A Ordinary Share,NASDAQ,,0
LPCVW,Launchpad Cadenza Acquisition Corp I Warrant,NASDAQ,,0
LPLA,LPL Financial Holdings Inc. Common Stock,NASDAQ,Finance,25728345468
LPRO,Open Lending Corporation Common Stock,NASDAQ,Finance,209244235
LPSN,LivePerson Inc. Common Stock,NASDAQ,Technology,31942048
LPTH,LightPath Technologies Inc. Class A Common Stock,NASDAQ,Technology,711547075
LQDA,Liquidia Corporation Common Stock,NASDAQ,Health Care,3420626536
LQDT,Liquidity Services Inc. Common Stock,NASDAQ,Real Estate,1110917217
LRCX,Lam Research Corporation Common Stock,NASDAQ,Technology,3.23E+11
LRE,Lead Real Estate Co. Ltd American Depositary Shares,NASDAQ,Consumer Discretionary,17666261
LRHC,La Rosa Holdings Corp. Common Stock,NASDAQ,Finance,98975
LRMR,Larimar Therapeutics Inc. Common Stock,NASDAQ,Health Care,438385994
LSAK,Lesaka Technologies Inc. Common Stock,NASDAQ,Finance,407854481
LSBK,Lake Shore Bancorp Inc. Common Stock,NASDAQ,Finance,124909918
LSCC,Lattice Semiconductor Corporation Common Stock,NASDAQ,Technology,17186693948
LSE,Leishen Energy Holding Co. Ltd. Class A Ordinary Shares,NASDAQ,Consumer Discretionary,85806000
LSH,Lakeside Holding Limited Common Stock,NASDAQ,,20233076
LSTA,Lisata Therapeutics Inc. Common Stock,NASDAQ,Health Care,30258175
LSTR,Landstar System Inc. Common Stock,NASDAQ,Industrials,6001561067
LTBR,Lightbridge Corporation Common Stock,NASDAQ,Consumer Discretionary,435823556
LTRN,Lantern Pharma Inc. Common Stock,NASDAQ,Health Care,25097974
LTRX,Lantronix Inc. Common Stock,NASDAQ,Telecommunications,267524255
LTRYW,Sports Entertainment Gaming Global Corporation Warrants,NASDAQ,Technology,115055
LUCD,Lucid Diagnostics Inc. Common Stock,NASDAQ,Health Care,212826231
LUCY,Innovative Eyewear Inc. Common Stock,NASDAQ,Health Care,6551427
LUCYW,Innovative Eyewear Inc. Series A Warrants 8/16/27,NASDAQ,Health Care,282270
LULU,lululemon athletica inc. Common Stock,NASDAQ,Consumer Discretionary,14250054906
LUNG,Pulmonx Corporation Common Stock,NASDAQ,Health Care,56175480
LUNR,Intuitive Machines Inc. Class A Common Stock,NASDAQ,Industrials,5496242961
LVLU,Lulu's Fashion Lounge Holdings Inc. Common Stock,NASDAQ,Consumer Discretionary,28300894
LVO,LiveOne Inc. Common Stock,NASDAQ,Consumer Discretionary,69781039
LWAC,LightWave Acquisition Corp. Class A Ordinary Shares,NASDAQ,Finance,0
LWACW,LightWave Acquisition Corp. Warrants,NASDAQ,Finance,0
LWAY,Lifeway Foods Inc. Common Stock,NASDAQ,Consumer Staples,410777149
LWLG,Lightwave Logic Inc. Common Stock,NASDAQ,Industrials,2350043416
LX,LexinFintech Holdings Ltd. American Depositary Shares,NASDAQ,Finance,347703258
LXEH,Lixiang Education Holding Co. Ltd. American Depositary Shares,NASDAQ,Real Estate,2012500
LXEO,Lexeo Therapeutics Inc. Common Stock,NASDAQ,Health Care,455419405
LXRX,Lexicon Pharmaceuticals Inc. Common Stock,NASDAQ,Health Care,677888978
LYEL,Lyell Immunopharma Inc. Common Stock,NASDAQ,Health Care,483449897
LYFT,Lyft Inc. Class A Common Stock,NASDAQ,Real Estate,5468288214
LYTS,LSI Industries Inc. Common Stock,NASDAQ,Consumer Discretionary,724015357
LZ,LegalZoom.com Inc. Common Stock,NASDAQ,Technology,1173807161
LZMH,LZ Technology Holdings Limited Class B Ordinary Shares,NASDAQ,Technology,15881010
MAAS,Maase Inc. Class A Ordinary Shares,NASDAQ,Finance,4191824479
MACI,Melar Acquisition Corp. I Class A Ordinary Shares,NASDAQ,,0
MACIU,Melar Acquisition Corp. I Unit,NASDAQ,Finance,0
MACIW,Melar Acquisition Corp. I Warrant,NASDAQ,Finance,0
MAKO,Mako Mining Corp Common Stock,NASDAQ,,661113085
MAMA,Mama's Creations Inc. Common Stock,NASDAQ,Consumer Staples,567571720
MAMO,Massimo Group Common Stock,NASDAQ,Consumer Discretionary,40899741
MANH,Manhattan Associates Inc. Common Stock,NASDAQ,Technology,8328601024
MAR,Marriott International Class A Common Stock,NASDAQ,Consumer Discretionary,91994985249
MARA,MARA Holdings Inc. Common Stock,NASDAQ,Technology,4509563633
MARPS,Marine Petroleum Trust Units of Beneficial Interest,NASDAQ,Energy,10040000
MASI,Masimo Corporation Common Stock,NASDAQ,Health Care,9301232197
MASK,3 E Network Technology Group Ltd Class A Ordinary Shares,NASDAQ,Technology,1671566
MASS,908 Devices Inc. Common Stock,NASDAQ,Industrials,245274798
MAT,Mattel Inc. Common Stock,NASDAQ,Consumer Discretionary,4315410000
MATH,Metalpha Technology Holding Limited Ordinary Shares,NASDAQ,Finance,44709283
MATW,Matthews International Corporation Class A Common Stock,NASDAQ,Telecommunications,854946801
MAYS,J. W. Mays Inc. Common Stock,NASDAQ,Real Estate,81598774
MAZE,Maze Therapeutics Inc. Common Stock,NASDAQ,Health Care,1339434080
MB,MasterBeef Group Ordinary Shares,NASDAQ,Consumer Discretionary,145010000
MBAI,Check-Cap Ltd. Ordinary Share,NASDAQ,Health Care,9758498
MBAV,M3-Brigade Acquisition V Corp. Class A Ordinary shares,NASDAQ,,0
MBAVW,M3-Brigade Acquisition V Corp. Warrant,NASDAQ,Finance,0
MBBC,Marathon Bancorp Inc. Common Stock,NASDAQ,Finance,43189991
MBIN,Merchants Bancorp Common Stock,NASDAQ,Finance,2109181886
MBINL,Merchants Bancorp Depositary Shares Each Representing a 1/40thInterest in a Share of 7.25% Fixed Rate Series E Non-CumulativePerpetual Preferred Stock without par value,NASDAQ,Finance,1125570817
MBINM,Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock,NASDAQ,Finance,1164621233
MBINN,Merchants Bancorp Depositary Shares Preferred Series C,NASDAQ,Finance,944101236
MBIO,Mustang Bio Inc. Common Stock,NASDAQ,Health Care,5698263
MBLY,Mobileye Global Inc. Class A Common Stock,NASDAQ,Technology,7284910120
MBNKO,Medallion Bank Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series G par value $1.00 per share,NASDAQ,Finance,25640000
MBOT,Microbot Medical Inc. Common Stock,NASDAQ,Health Care,141703473
MBRX,Moleculin Biotech Inc. Common Stock,NASDAQ,Health Care,13234148
MBUU,Malibu Boats Inc. Class A Common Stock,NASDAQ,Industrials,445716739
MBVI,M3-Brigade Acquisition VI Corp. Class A Ordinary Shares,NASDAQ,,0
MBWM,Mercantile Bank Corporation Common Stock,NASDAQ,Finance,882375075
MBX,MBX Biosciences Inc. Common Stock,NASDAQ,Health Care,1400475078
MCAHU,Mountain Crest Acquisition 6 Corp. Units,NASDAQ,,0
MCBS,MetroCity Bankshares Inc. Common Stock,NASDAQ,Finance,904797526
MCFT,MasterCraft Boat Holdings Inc. Common Stock,NASDAQ,Industrials,366410340
MCGA,Yorkville Acquisition Corp. Class A Ordinary Share,NASDAQ,Utilities,0
MCGAU,Yorkville Acquisition Corp. Unit,NASDAQ,Finance,0
MCGAW,Yorkville Acquisition Corp. Warrant,NASDAQ,,0
MCHB,Mechanics Bancorp Class A Common Stock,NASDAQ,Finance,3192596508
MCHP,Microchip Technology Incorporated Common Stock,NASDAQ,Technology,51570209147
MCHPP,Microchip Technology Incorporated Depositary Shares Each Representing a 1/20th Interest in a Share of 7.50% Series A Mandatory Convertible Preferred Stock,NASDAQ,Technology,43675042815
MCHX,Marchex Inc. Class B Common Stock,NASDAQ,Technology,75964643
MCRB,Seres Therapeutics Inc. Common Stock,NASDAQ,Health Care,74070934
MCRI,Monarch Casino & Resort Inc. Common Stock,NASDAQ,Consumer Discretionary,2078290828
MCW,Mister Car Wash Inc. Common Stock,NASDAQ,Consumer Discretionary,2312128616
MDAI,Spectral AI Inc. Class A Common Stock,NASDAQ,Health Care,72240446
MDAIW,Spectral AI Inc. Warrants,NASDAQ,Health Care,25198231
MDB,MongoDB Inc. Class A Common Stock,NASDAQ,Technology,21273010102
MDBH,MDB Capital Holdings LLC Class A common,NASDAQ,Finance,36051492
MDCX,Medicus Pharma Ltd. Common Stock  ,NASDAQ,Health Care,11273308
MDCXW,Medicus Pharma Ltd. Warrant,NASDAQ,Health Care,15744844
MDGL,Madrigal Pharmaceuticals Inc. Common Stock,NASDAQ,Health Care,11950921190
MDIA,Mediaco Holding Inc. Class A Common Stock ,NASDAQ,Consumer Discretionary,70305721
MDLN,Medline Inc. Class A Common Stock,NASDAQ,Health Care,58052111876
MDLZ,Mondelez International Inc. Class A Common Stock,NASDAQ,Consumer Staples,78790422637
MDRR,Medalist Diversified Inc. Common Stock,NASDAQ,Real Estate,16834873
MDWD,MediWound Ltd. Ordinary Shares,NASDAQ,Health Care,221716161
MDXG,MiMedx Group Inc Common Stock,NASDAQ,Health Care,537694089
MDXH,MDxHealth SA Ordinary Shares,NASDAQ,Health Care,104783621
MEDP,Medpace Holdings Inc. Common Stock,NASDAQ,Health Care,11909961507
MEGL,Magic Empire Global Limited Class A Ordinary Shares,NASDAQ,Finance,5924939
MEHA,Functional Brands Inc. Common Stock,NASDAQ,Health Care,2213200
MELI,MercadoLibre Inc. Common Stock,NASDAQ,Real Estate,91940860472
MENS,Jyong Biotech Ltd. Ordinary Shares,NASDAQ,Health Care,160418377
MEOH,Methanex Corporation Common Stock,NASDAQ,Industrials,5016241267
MERC,Mercer International Inc. Common Stock,NASDAQ,Basic Materials,71671281
MESH,Meshflow Acquisition Corp. Class A Ordinary Shares,NASDAQ,,0
MESHU,Meshflow Acquisition Corp. Units,NASDAQ,,0
MESHW,Meshflow Acquisition Corp. Warrants,NASDAQ,,0
MESO,Mesoblast Limited American Depositary Shares,NASDAQ,Health Care,2065283504
META,Meta Platforms Inc. Class A Common Stock,NASDAQ,Technology,1.55E+12
METC,Ramaco Resources Inc. Class A Common Stock,NASDAQ,Energy,951661817
METCB,Ramaco Resources Inc. Class B Common Stock,NASDAQ,Energy,667608169
METCI,Ramaco Resources Inc. 8.250% Senior Notes due 2030,NASDAQ,,0
METCZ,Ramaco Resources Inc. 8.375% Senior Notes due 2029,NASDAQ,Energy,0
MEVO,M Evo Global Acquisition Corp II Class A Ordinary Shares,NASDAQ,Finance,0
MEVOU,M Evo Global Acquisition Corp II Units,NASDAQ,Finance,0
MEVOW,M Evo Global Acquisition Corp II Warrants,NASDAQ,Finance,0
MFI,mF International Limited Class A Ordinary Shares,NASDAQ,Technology,550435755
MFIC,MidCap Financial Investment Corporation Common Stock,NASDAQ,Finance,998356251
MFICL,MidCap Financial Investment Corporation 8.00% Notes due 2028,NASDAQ,Finance,2379242361
MFIN,Medallion Financial Corp. Common Stock,NASDAQ,Finance,216712064
MGEE,MGE Energy Inc,NASDAQ,Energy,2944229877
